İlçe,Mahalle,Oda Sayısı,m^2,Bina Yaşı,Kat,Fiyat
 Çankaya , Kavaklıdere,3,125,36,4,30000
 Çankaya , Mebusevleri,4,125,40,2,27000
 Etimesgut , Yavuz Selim,4,135,20,0,20000
 Çankaya , Topraklık,4,120,35,1,25000
 Çankaya , Harbiye,4,120,28,2,17000
 Çankaya , Yıldızevler,5,180,21,3,33000
 Keçiören , Kavacık Subayevleri,4,190,28,3,24750
 Çankaya , Korkutreis,3,100,30,6,18000
 Yenimahalle , Emniyet,2,85,2,6,31000
 Çankaya , Birlik,2,65,1,3,35000
 Çankaya , Emek,3,85,40,-3,29500
 Etimesgut , Tunahan,4,95,26,1,17500
 Keçiören , Pınarbaşı,4,110,35,3,13500
 Keçiören , 19 Mayıs,4,135,13,2,18500
 Yenimahalle , Aşağı Yahyalar,5,180,5,1,29000
 Sincan , Ertuğrulgazi,4,110,25,1,14500
 Keçiören , Sancaktepe,2,115,7,-1,21000
 Polatlı , Yeni,4,130,25,4,10000
 Gölbaşı , Bahçelievler,4,160,5,2,25000
 Gölbaşı , Bahçelievler,4,160,5,2,25000
 Yenimahalle , Beştepe,5,150,25,2,30000
 Mamak , Saimekadın,4,110,27,3,15000
 Çankaya , İlkadım,3,100,21,1,24500
 Çankaya , Ehlibeyt,4,130,18,3,25000
 Çankaya , Ertuğrulgazi,2,85,34,1,13000
 Çankaya , Maltepe,4,105,7,2,36000
 Çankaya , Emek,4,100,40,1,25000
 Mamak , Saimekadın,4,110,20,1,13000
 Keçiören , Ayvalı,4,130,30,1,15750
 Çankaya , Umut,2,70,8,1,25000
 Yenimahalle , İlkyerleşim,4,125,20,2,20000
 Çankaya , İlkadım,4,135,25,2,25000
 Çankaya , Barbaros,3,125,36,4,30000
 Yenimahalle , Demetgül,3,105,35,5,13000
 Çankaya , Öveçler,4,160,15,1,33000
 Çankaya , Maltepe,3,95,30,1,25000
 Altındağ , Örnek,2,55,40,2,6000
 Çankaya , Seyranbağları,3,95,40,1,15000
 Çankaya , İşçi Blokları,3,110,31,5,23000
 Çankaya , Oğuzlar,4,110,28,3,23000
 Çankaya , Gaziosmanpaşa,3,85,31,-1,19000
 Etimesgut , Elvan,4,100,12,1,18000
 Çankaya , Yukarı Bahçelievler,3,90,35,3,25000
 Sincan , Fatih,3,75,50,1,10000
 Çankaya , Sokullu Mehmet Paşa,4,124,28,3,20000
 Çankaya , Mebusevleri,3,90,40,2,15000
 Çankaya , Bahçelievler,3,70,1,0,33000
 Keçiören , Basınevleri,4,105,30,0,14000
 Çankaya , Gaziosmanpaşa,2,70,21,0,22000
 Mamak , Abidinpaşa,4,110,50,2,17500
 Yenimahalle , Emniyet,2,86,0,6,39500
 Keçiören , İncirli,3,90,30,1,15000
 Altındağ , Aydınlıkevler,4,120,38,2,16000
 Keçiören , Aşağı Eğlence,4,135,33,1,23000
 Etimesgut , Topçu,3,90,15,1,22000
 Polatlı , Şentepe,4,150,25,6,10000
 Çankaya , Ayrancı,4,130,35,3,28000
 Çankaya , Yukarı Bahçelievler,4,110,40,2,27000
 Çankaya , Emek,3,75,35,1,22000
 Mamak , Akdere,4,99,25,-2,13000
 Çankaya , Emek,4,110,38,2,33000
 Çankaya , Bahçelievler,4,145,45,1,30000
 Çankaya , Ata,4,125,15,-1,25000
 Çankaya , Aziziye,2,45,5,2,35000
 Yenimahalle , Yeşilevler,4,120,26,3,20000
 Çankaya , Aşağı Öveçler,4,170,20,1,26500
 Çankaya , Remzi Oğuz Arık,4,135,36,4,30000
 Çankaya , Emek,4,90,35,1,28000
 Çankaya , Kazım Özalp,2,60,28,-1,25500
 Çankaya , Kazım Özalp,3,85,30,0,19000
 Yenimahalle , Demetevler,4,115,27,1,15500
 Çankaya , Emek,4,100,7,1,38000
 Çankaya , Büyükesat,2,50,16,2,28000
 Mamak , Şahap Gürler,4,110,15,3,18500
 Çankaya , Birlik,4,130,24,1,25000
 Çankaya , Balgat,4,125,27,1,33000
 Sincan , Atatürk,3,95,21,1,14500
 Mamak , Şafaktepe,3,90,31,0,18000
 Mamak , Aşık Veysel,4,120,28,2,17000
 Altındağ , Gültepe,2,70,0,3,13000
 Çankaya , Yukarı Bahçelievler,3,80,0,0,30000
 Çankaya , Oğuzlar,4,110,27,2,22000
 Çankaya , Bahçelievler,3,85,3,1,29000
 Keçiören , Ayvalı,4,120,27,1,16500
 Çankaya , Anıttepe,4,100,45,3,27500
 Yenimahalle , Kentkoop,3,110,31,3,20500
 Keçiören , Kanuni,4,145,3,4,23000
 Yenimahalle , Ergazi,2,58,5,2,23500
 Kahramankazan , Kayı,4,160,4,6,21000
 Etimesgut , Atakent,4,115,18,3,18000
 Çubuk , Esenboğa Merkez,2,85,0,1,13500
 Yenimahalle , Özevler,5,185,5,7,31000
 Yenimahalle , Ergazi,2,50,4,6,23000
 Çankaya , Kazım Özalp,2,45,0,0,32000
 Çankaya , Naci Çakır,4,145,25,2,25000
 Mamak , Derbent,4,135,0,8,19250
 Keçiören , Atapark,4,140,15,2,20500
 Keçiören , Kamil Ocak,4,90,30,2,16000
 Sincan , Atatürk,4,120,28,3,15500
 Mamak , Fahri Korutürk,4,120,15,1,14500
 Mamak , Demirlibahçe,2,85,40,6,19500
 Keçiören , Ayvalı,4,122,27,1,16000
 Sincan , Fevzi Çakmak,4,130,0,3,20000
 Mamak , Boğaziçi,4,120,8,5,19500
 Keçiören , Sancaktepe,4,135,10,2,25500
 Çankaya , Barbaros,4,110,35,3,32000
 Keçiören , Ayvalı,5,185,8,1,28000
 Çankaya , Gökkuşağı,4,140,20,1,30000
 Keçiören , Yeşilöz,4,130,11,1,24750
 Çankaya , Kültür,4,160,25,3,34000
 Mamak , Cengizhan,4,135,5,2,22000
 Çankaya , Mustafa Kemal,2,80,3,3,40000
 Sincan , Yeniçimşit,2,65,0,3,14000
 Mamak , Durali Alıç,4,135,7,1,16500
 Çankaya , Mürsel Uluç,5,130,25,2,22500
 Mamak , General Zeki Doğan,3,90,12,1,14000
 Keçiören , Sancaktepe,3,100,19,-1,14000
 Sincan , Mustafa Kemal,4,130,17,2,15000
 Çankaya , Aşıkpaşa,4,100,4,1,20000
 Keçiören , Yeşiltepe,4,130,10,3,16000
 Çankaya , Seyranbağları,4,105,30,3,20000
 Keçiören , Karakaya,4,140,0,4,26000
 Çankaya , İşçi Blokları,3,110,31,6,24000
 Mamak , Cengizhan,4,130,11,3,20250
 Altındağ , Gültepe,4,85,10,2,13350
 Mamak , Kazım Orbay,4,120,20,3,18500
 Sincan , Osmanlı,4,115,25,1,17000
 Yenimahalle , Uğur Mumcu,3,90,35,1,21000
 Yenimahalle , İnönü,3,96,1,2,42500
 Mamak , General Zeki Doğan,3,75,30,0,12750
 Altındağ , Aydınlıkevler,4,140,35,1,21000
 Keçiören , Tepebaşı,4,130,20,1,15000
 Sincan , Fatih,4,125,30,6,17500
 Etimesgut , Şeker,4,140,16,3,28000
 Çankaya , Harbiye,4,130,30,1,30000
 Keçiören , Şenlik,3,100,28,1,15249
 Çankaya , Umut,4,70,26,1,15000
 Keçiören , Şenlik,3,100,28,1,15249
 Çankaya , Umut,4,70,26,1,15000
 Sincan , Mustafa Kemal,4,140,8,3,17500
 Keçiören , Yakacık,4,120,26,6,23000
 Sincan , Atatürk,3,115,25,3,15250
 Keçiören , Bağlarbaşı,3,115,20,3,17500
 Mamak , Lalahan,4,135,30,4,20000
 Mamak , Akdere,4,120,17,2,18000
 Etimesgut , Yeni Bağlıca,3,112,5,7,31000
 Sincan , Mevlana,3,110,0,5,23000
 Sincan , Ertuğrulgazi,4,120,21,5,16000
 Mamak , General Zeki Doğan,4,115,11,3,18000
 Etimesgut , Bağlıca,5,170,2,3,40000
 Etimesgut , Eryaman,4,120,10,2,24000
 Mamak , Diriliş,5,150,5,8,24000
 Çankaya , Karapınar,5,170,15,3,36000
 Keçiören , Emrah,4,105,25,-1,17999
 Çankaya , Ertuğrulgazi,4,110,35,3,18000
 Etimesgut , Yeni Bağlıca,3,90,4,3,29000
 Çankaya , Fidanlık,4,120,50,1,30000
 Çankaya , Yukarı Bahçelievler,4,140,29,2,35000
 Etimesgut , Şeyh Şamil,3,120,18,1,20000
 Çankaya , İlkbahar,2,70,5,2,35000
 Keçiören , Etlik,3,90,24,0,19000
 Çankaya , Çiğdem,4,150,27,5,43000
 Polatlı , Gülveren,4,130,30,3,10000
 Sincan , Çoğlu,3,140,0,3,19000
 Çankaya , Naci Çakır,4,150,34,2,25000
 Keçiören , Etlik,4,125,20,3,16000
 Mamak , Boğaziçi,4,120,10,5,20000
 Çankaya , Büyükesat,5,160,16,1,31000
 Çankaya , Huzur,4,155,20,8,30000
 Altındağ , Aydınlıkevler,4,140,35,1,22000
 Mamak , Kazım Orbay,3,75,0,0,15500
 Keçiören , Şehit Kubilay,4,118,20,1,17500
 Keçiören , Bademlik,4,125,8,2,18500
 Keçiören , Pınarbaşı,4,110,25,-1,15000
 Çankaya , Nasuh Akar,4,130,25,2,25000
 Çankaya , Sokullu Mehmet Paşa,3,90,20,1,25000
 Altındağ , Gültepe,3,100,25,3,14500
 Çankaya , Naci Çakır,3,85,25,2,19000
 Keçiören , Ayvalı,4,130,20,1,15000
 Keçiören , Kalaba,4,108,33,3,13500
 Sincan , Ertuğrulgazi,4,125,25,3,12750
 Keçiören , Kamil Ocak,4,105,32,0,12000
 Mamak , Türközü,4,120,16,2,18000
 Keçiören , Osmangazi,3,100,10,0,13000
 Keçiören , 19 Mayıs,4,135,45,1,18000
 Gölbaşı , Kızılcaşar,3,132,0,1,37500
 Etimesgut , 30 Ağustos,3,100,20,3,14500
 Etimesgut , Devlet,3,95,15,3,25500
 Mamak , Ege,4,165,1,3,30000
 Etimesgut , Yeşilova,4,125,3,6,36500
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı,4,135,30,3,27500
 Sincan , Malazgirt,4,120,21,3,15000
 Keçiören , Karakaya,4,130,11,1,25000
 Çankaya , Mürsel Uluç,3,90,0,2,27000
 Etimesgut , İstasyon,4,125,30,1,15500
 Yenimahalle , Demetevler,4,115,26,2,20000
 Gölbaşı , İncek,2,58,1,1,16500
 Sincan , Selçuklu,4,120,25,3,16000
 Mamak , Şahintepe,3,100,17,0,15000
 Sincan , 29 Ekim,4,125,16,3,16000
 Gölbaşı , İncek,4,155,10,0,45000
 Mamak , Aşık Veysel,4,130,19,3,17000
 Çankaya , Seyranbağları,3,102,0,3,24500
 Çankaya , İlkadım,4,120,30,2,30000
 Polatlı , İstiklal,3,110,2,6,15000
 Çankaya , Göktürk,4,100,35,3,20000
 Yenimahalle , Varlık,3,70,18,1,22000
 Çankaya , Maltepe,5,145,30,2,30000
 Keçiören , Ufuktepe,3,100,20,1,19000
 Çankaya , Keklik Pınarı,4,117,25,5,22500
 Keçiören , Sancaktepe,4,125,12,-1,20000
 Çankaya , Çayyolu,4,135,30,4,41000
 Çankaya , Çiğdem,4,135,30,2,30000
 Mamak , Başak,4,120,15,3,13250
 Pursaklar , Ayyıldız,3,75,30,4,13250
 Çankaya , Mürsel Uluç,4,120,25,-1,15500
 Sincan , Menderes,4,130,9,6,17000
 Gölbaşı , Eymir,4,145,0,1,35000
 Yenimahalle , Varlık,3,100,35,2,29000
 Etimesgut , Elvan,3,85,16,0,12950
 Çankaya , Maltepe,3,95,31,3,25000
 Çankaya , Maltepe,3,95,31,3,25000
 Yenimahalle , Demetgül,4,120,25,3,25000
 Mamak , Kusunlar,4,145,3,0,15000
 Çankaya , Bahçelievler,4,155,0,1,44000
 Polatlı , Zafer,4,110,30,2,9500
 Polatlı , Şentepe,4,140,13,5,12000
 Etimesgut , Yavuz Selim,4,135,18,1,22000
 Gölbaşı , Bahçelievler,4,165,11,3,29500
 Yenimahalle , Demetlale,4,125,30,6,15500
 Etimesgut , Alsancak,4,120,15,2,17500
 Çankaya , Umut,4,120,25,0,16000
 Keçiören , Kavacık Subayevleri,4,175,14,1,35000
 Yenimahalle , Kardelen,4,130,25,6,25000
 Keçiören , Osmangazi,4,135,15,4,16000
 Çankaya , Büyükesat,4,130,25,1,26500
 Gölbaşı , İncek,2,50,1,1,20500
 Çankaya , Büyükesat,4,135,25,2,28500
 Çankaya , Ahlatlıbel,2,55,0,3,24500
 Çankaya , Yaşamkent,3,95,4,2,45000
 Etimesgut , Oğuzlar,4,130,25,1,15500
 Çankaya , İlkbahar,5,180,25,4,33000
 Mamak , Bahçelerüstü,5,175,10,4,27500
 Keçiören , İncirli,4,120,20,3,13500
 Mamak , Durali Alıç,5,170,8,3,25000
 Etimesgut , Altay,4,120,26,1,18000
 Keçiören , 19 Mayıs,3,100,30,-1,9000
 Sincan , Menderes,4,120,9,1,17000
 Sincan , Yunus Emre,4,120,25,4,16000
 Etimesgut , Oğuzlar,4,105,20,6,18000
 Sincan , Fevzi Çakmak,4,135,0,2,20000
 Mamak , Kutlu,4,105,15,1,18500
 Altındağ , Örnek,3,80,51,6,8500
 Çankaya , Yukarı Dikmen,3,123,5,3,45000
 Mamak , General Zeki Doğan,5,190,0,2,35000
 Etimesgut , Orhun,5,160,20,3,15000
 Çankaya , Yukarı Bahçelievler,4,120,35,3,31000
 Çankaya , Ön Cebeci,4,140,20,1,26000
 Çankaya , Anıttepe,4,125,45,2,25000
 Çankaya , Anıttepe,2,65,0,4,41500
 Çankaya , Anıttepe,2,65,0,4,41500
 Etimesgut , Eryaman,4,120,20,4,17000
 Çankaya , Yaşamkent,3,95,15,0,25500
 Çankaya , Harbiye,4,130,30,0,22000
 Altındağ , Aydınlıkevler,4,120,23,2,21000
 Yenimahalle , Yunus Emre,3,100,25,1,15000
 Sincan , Atatürk,4,120,28,3,15500
 Çankaya , Konutkent,3,145,5,5,37500
 Etimesgut , Piyade,4,115,17,3,18000
 Çankaya , Alacaatlı,2,65,4,3,23000
 Çankaya , Akpınar,4,145,19,3,41000
 Yenimahalle , Ergazi,4,120,25,3,20000
 Etimesgut , Piyade,4,165,16,1,21000
 Çankaya , Balgat,3,110,31,0,30000
 Pursaklar , Saray Fatih,2,70,1,4,15500
 Çankaya , Emek,4,130,35,1,45000
 Etimesgut , Yeni Bağlıca,3,95,4,4,28000
 Çankaya , İşçi Blokları,3,97,45,1,19000
 Sincan , Fatih,4,100,25,2,20000
 Etimesgut , Topçu,4,145,17,2,20000
 Çankaya , Harbiye,4,125,24,3,23000
 Çankaya , Bahçelievler,4,125,36,1,33000
 Altındağ , Kale,2,65,25,3,18500
 Yenimahalle , Varlık,3,96,18,3,22000
 Çankaya , İşçi Blokları,4,110,30,2,24000
 Çankaya , Sancak,4,160,20,2,38000
 Mamak , Saimekadın,4,115,35,0,13500
 Keçiören , Şehit Kubilay,4,135,0,1,19750
 Çankaya , Anıttepe,4,120,45,3,24000
 Etimesgut , Atakent,4,115,18,1,17250
 Çankaya , Sokullu Mehmet Paşa,5,145,18,-1,20000
 Keçiören , Bağlarbaşı,4,120,15,-1,14500
 Çankaya , Hilal,4,160,20,3,29000
 Yenimahalle , Varlık,3,90,17,6,22000
 Etimesgut , Tunahan,2,75,20,6,18000
 Keçiören , Kuşcağız,4,125,21,3,18000
 Keçiören , Kuşcağız,4,125,21,3,18000
 Çankaya , Yukarı Bahçelievler,4,140,50,4,40000
 Mamak , Fahri Korutürk,3,120,6,3,20000
 Keçiören , 19 Mayıs,5,140,18,1,18000
 Çankaya , Mimar Sinan,4,120,11,3,19000
 Yenimahalle , Turgut Özal,4,138,15,7,26000
 Yenimahalle , Serhat,4,130,30,3,23500
 Mamak , General Zeki Doğan,3,95,10,1,17000
 Keçiören , Aktepe,3,110,15,6,19000
 Keçiören , Aşağı Eğlence,3,90,31,0,16500
 Mamak , Balkiraz,4,112,26,3,16000
 Sincan , Plevne,3,110,21,2,15000
 Keçiören , Çiçekli,4,115,25,2,22000
 Mamak , Fahri Korutürk,3,85,8,-1,10000
 Keçiören , Hisar,4,130,7,2,18000
 Çankaya , Keklik Pınarı,4,105,22,-1,26500
 Yenimahalle , Özevler,2,65,16,1,15000
 Yenimahalle , Varlık,3,65,25,0,17000
 Keçiören , Kanuni,4,120,13,-1,15000
 Çankaya , Emek,3,90,40,0,26000
 Çankaya , Konutkent,4,120,20,7,32000
 Çankaya , Kızılay,2,50,40,1,23000
 Yenimahalle , Mehmet Akif Ersoy,4,150,8,7,23000
 Çankaya , Hilal,2,55,4,3,40000
 Sincan , Saraycık,3,100,0,4,15500
 Çankaya , Yaşamkent,2,45,8,2,25000
 Çankaya , Kültür,3,90,28,1,26000
 Keçiören , Şenlik,4,120,25,1,18000
 Pursaklar , Merkez,5,150,10,2,21000
 Etimesgut , Oğuzlar,4,125,15,6,30000
 Keçiören , Aşağı Eğlence,3,96,50,1,15000
 Polatlı , Fatih,4,165,8,2,16500
 Yenimahalle , Ragıp Tüzün,3,80,25,6,25000
 Çankaya , Harbiye,4,125,45,1,17500
 Çankaya , Akpınar,4,150,14,3,29500
 Akyurt , Yeşiltepe,4,115,0,1,13500
 Keçiören , Tepebaşı,4,115,30,2,15000
 Çankaya , Emek,2,75,40,1,25000
 Çankaya , Alacaatlı,3,103,6,3,36000
 Çankaya , Barbaros,3,100,40,1,25000
 Etimesgut , Atakent,4,110,23,3,20000
 Çankaya , Ata,4,125,15,4,24500
 Çankaya , Zafertepe,4,120,25,1,20000
 Çankaya , Yukarı Bahçelievler,3,110,31,3,23000
 Etimesgut , Topçu,4,125,15,2,18000
 Çankaya , Mürsel Uluç,4,140,15,-1,23500
 Etimesgut , Piyade,4,118,20,3,17500
 Mamak , Kıbrısköy,4,145,4,8,18000
 Mamak , General Zeki Doğan,4,130,0,2,25000
 Çankaya , İlkadım,4,130,30,2,21000
 Sincan , Mustafa Kemal,4,140,0,3,20000
 Yenimahalle , Ergazi,2,58,5,6,21000
 Çankaya , İlkadım,4,120,25,1,20000
 Keçiören , Aşağı Eğlence,4,145,21,3,27500
 Yenimahalle , Pamuklar,5,170,9,8,28000
 Altındağ , Güneşevler,4,120,10,1,21000
 Sincan , Osmanlı,4,130,20,3,16000
 Gölbaşı , İncek,5,175,0,3,32000
 Altındağ , Yıldıztepe,4,150,0,7,32000
 Etimesgut , Devlet,4,113,10,2,28000
 Etimesgut , Elvan,4,140,11,1,25000
 Keçiören , Kalaba,4,120,14,3,24000
 Keçiören , Ayvalı,5,145,25,3,26000
 Yenimahalle , Yeşilevler,4,135,11,3,26500
 Yenimahalle , Yunus Emre,3,100,35,2,16500
 Mamak , Şafaktepe,4,130,20,1,18000
 Çankaya , Aşıkpaşa,3,95,15,2,24000
 Çankaya , Maltepe,3,92,0,1,35000
 Keçiören , Şehit Kubilay,4,135,5,3,24000
 Sincan , Malazgirt,4,135,7,3,17500
 Çankaya , Yukarı Bahçelievler,4,120,50,5,34000
 Keçiören , Aktepe,3,120,20,1,15000
 Keçiören , Kalaba,3,100,30,-1,12500
 Etimesgut , Bağlıca,5,190,11,5,42000
 Sincan , Tandoğan,4,130,16,3,15000
 Mamak , Durali Alıç,4,110,9,3,18500
 Mamak , Durali Alıç,4,110,9,3,18500
 Çankaya , İlkadım,4,120,30,3,26000
 Çankaya , Harbiye,4,120,22,1,19000
 Mamak , Cengizhan,4,135,5,1,20500
 Sincan , Malazgirt,4,140,20,6,16000
 Sincan , Menderes,4,130,7,6,18500
 Yenimahalle , Burç,4,150,13,6,24000
 Mamak , Bahçelerüstü,4,120,17,1,15500
 Keçiören , Etlik,3,120,18,2,22500
 Altındağ , Beşikkaya,4,130,25,2,18000
 Keçiören , Karakaya,4,130,0,1,21500
 Keçiören , Aşağı Eğlence,3,110,26,-1,15000
 Keçiören , 19 Mayıs,4,128,25,2,20000
 Çankaya , İncesu,4,100,35,0,15000
 Keçiören , Esertepe,4,150,17,6,27000
 Çankaya , Şehit Cevdet Özdemir,4,125,18,2,28000
 Çankaya , Cebeci,4,120,30,2,35000
 Mamak , Şirintepe,4,125,15,1,13200
 Keçiören , Pınarbaşı,4,100,30,3,16500
 Etimesgut , Bağlıca,5,180,10,4,37000
 Çankaya , İlkadım,4,115,34,2,33000
 Keçiören , Etlik,4,120,10,0,15000
 Sincan , Mevlana,4,160,0,3,25000
 Çankaya , Aşağı Öveçler,4,135,18,3,29250
 Etimesgut , Topçu,3,110,11,1,14999
 Mamak , Altınevler,4,125,5,5,19500
 Çankaya , Kırkkonaklar,2,95,10,3,22000
 Mamak , Kartaltepe,4,135,15,3,17500
 Keçiören , Ayvalı,4,120,25,0,18000
 Keçiören , Çaldıran,4,115,20,0,12250
 Keçiören , 19 Mayıs,5,130,12,1,25000
 Keçiören , Basınevleri,4,120,25,1,19000
 Sincan , Fevzi Çakmak,2,75,0,3,15000
 Çankaya , Şehit Cengiz Karaca,4,125,24,6,26000
 Keçiören , Adnan Menderes,4,130,3,2,28000
 Çankaya , Keklik Pınarı,4,135,4,2,35000
 Etimesgut , Süvari,3,85,13,0,17900
 Çankaya , İlkadım,4,130,30,3,24000
 Altındağ , Örnek,3,95,40,2,11000
 Çankaya , Naci Çakır,3,100,27,-1,19000
 Çankaya , Güzeltepe,4,115,45,6,25000
 Çankaya , Çayyolu,4,130,30,2,36000
 Mamak , Şahintepe,4,110,20,2,13000
 Çankaya , Dodurga,4,135,20,4,30000
 Keçiören , Esertepe,4,135,14,1,15000
 Altındağ , Zübeyde Hanım,4,110,25,1,26500
 Yenimahalle , Yeniçağ,4,110,25,2,26000
 Keçiören , Etlik,4,120,30,3,19000
 Çankaya , Bahçelievler,3,125,0,3,44000
 Çankaya , Anıttepe,4,125,30,1,30000
 Çankaya , Kavaklıdere,4,125,40,3,28000
 Sincan , Osmanlı,4,125,30,2,17000
 Yenimahalle , Varlık,4,160,6,6,39000
 Yenimahalle , Demetevler,4,120,25,3,15500
 Mamak , Şahintepe,4,160,7,3,18500
 Çankaya , Fidanlık,4,120,40,5,30000
 Yenimahalle , Ergazi,2,55,6,8,24250
 Mamak , Kutlu,4,110,14,2,15000
 Çankaya , İlkbahar,4,135,20,3,26000
 Yenimahalle , Uğur Mumcu,4,130,15,1,26000
 Keçiören , Yakacık,4,125,30,0,14000
 Yenimahalle , Yeni Batı,4,100,29,3,20000
 Keçiören , Hasköy,3,100,25,1,13100
 Çankaya , Harbiye,4,130,25,1,32000
 Keçiören , Kavacık Subayevleri,4,110,30,2,18000
 Çankaya , Yukarı Dikmen,2,50,0,1,22000
 Çankaya , Kazım Özalp,2,45,0,0,27000
 Gölbaşı , Kızılcaşar,3,60,1,1,17500
 Yenimahalle , Burç,3,75,3,3,16500
 Altındağ , Örnek,3,70,51,1,14000
 Mamak , Karaağaç,3,85,5,-2,17500
 Çankaya , Çamlıtepe,4,120,40,3,20000
 Yenimahalle , Demetgül,4,145,25,2,18500
 Etimesgut , Tunahan,4,128,21,1,25000
 Çankaya , Cevizlidere,4,110,25,1,20000
 Çankaya , Malazgirt,4,90,25,0,15000
 Altındağ , Hacettepe,4,125,38,3,18000
 Çankaya , İşçi Blokları,3,100,37,2,25000
 Çankaya , Aydınlar,4,130,29,1,23000
 Mamak , Akşemsettin,4,135,0,4,30000
 Çankaya , Güzeltepe,4,115,15,3,33000
 Etimesgut , Piyade,4,140,15,2,20000
 Çankaya , Maltepe,3,120,44,4,21000
 Çankaya , Seyranbağları,4,120,40,1,25000
 Keçiören , Kanuni,4,138,8,1,16000
 Çankaya , Maltepe,3,80,7,1,30000
 Çankaya , Yıldızevler,3,78,30,1,18000
 Yenimahalle , Ragıp Tüzün,4,110,16,3,18500
 Etimesgut , Topçu,4,75,0,2,25000
 Sincan , Ertuğrulgazi,3,85,25,1,13000
 Çankaya , Birlik,3,110,23,0,21000
 Çankaya , 100. Yıl,3,90,40,-1,18000
 Keçiören , İncirli,4,120,16,3,20000
 Mamak , Zirvekent,3,90,20,3,12000
 Çankaya , İlkadım,4,115,33,4,21000
 Sincan , Fatih,4,115,30,4,22000
 Etimesgut , Yeni Bağlıca,3,90,0,5,29500
 Yenimahalle , Turgut Özal,2,50,0,2,17500
 Yenimahalle , Mehmet Akif Ersoy,3,90,25,8,22000
 Altındağ , Güneşevler,4,168,6,3,36000
 Yenimahalle , Esentepe,4,115,25,6,20000
 Çankaya , Remzi Oğuz Arık,4,150,35,3,38000
 Gölbaşı , Bahçelievler,2,70,10,3,17000
 Çankaya , Bahçelievler,4,135,35,1,35000
 Çankaya , Anıttepe,4,140,40,4,29500
 Keçiören , Atapark,4,135,6,3,20000
 Keçiören , Çaldıran,4,110,30,2,15000
 Mamak , Fahri Korutürk,3,155,8,3,19000
 Çankaya , Ata,4,135,15,1,24500
 Çankaya , Cevizlidere,4,135,22,2,32000
 Keçiören , Ayvalı,4,130,15,1,25000
 Sincan , Malazgirt,4,120,15,-1,12500
 Etimesgut , Şehit Osman Avcı,2,65,7,7,19500
 Etimesgut , Şehit Osman Avcı,2,55,5,4,25000
 Mamak , Gülveren,4,120,18,1,18000
 Yenimahalle , Ata,4,160,7,3,28000
 Sincan , Saraycık,4,123,4,4,19000
 Çankaya , Naci Çakır,4,114,28,1,16000
 Sincan , Mustafa Kemal,4,145,7,3,20000
 Gölbaşı , Eymir,3,93,11,1,16500
 Keçiören , Aşağı Eğlence,4,125,31,1,18000
 Çankaya , Ertuğrulgazi,3,90,30,3,22000
 Altındağ , Örnek,4,100,35,6,18000
 Çankaya , Öveçler,3,85,5,1,21000
 Çankaya , Üniversiteler,2,65,4,6,33000
 Çankaya , Yıldızevler,5,180,23,3,33000
 Çankaya , Anıttepe,4,160,5,5,40000
 Etimesgut , Şeyh Şamil,2,50,26,2,17900
 Yenimahalle , Ragıp Tüzün,5,180,26,6,35000
 Sincan , Pınarbaşı,4,130,20,3,16000
 Mamak , Mutlu,4,120,7,2,16300
 Çankaya , Şehit Cevdet Özdemir,4,100,29,-1,18250
 Çankaya , İşçi Blokları,3,100,45,2,25000
 Etimesgut , Şeyh Şamil,2,55,27,2,17500
 Çankaya , Birlik,5,135,20,-1,26000
 Polatlı , Zafer,4,125,20,1,11500
 Sincan , Fevzi Çakmak,3,95,11,1,12000
 Çankaya , Harbiye,4,120,26,-1,22500
 Keçiören , Etlik,3,100,20,-1,14900
 Çankaya , Barbaros,4,130,50,2,35000
 Mamak , Harman,4,125,5,-1,13000
 Yenimahalle , Turgut Özal,4,138,10,2,27000
 Çankaya , Anıttepe,2,65,3,3,20000
 Çankaya , Emek,3,90,32,1,21500
 Yenimahalle , Ergazi,4,125,25,0,20000
 Pursaklar , Fatih,4,125,16,2,16000
 Çankaya , Ayrancı,4,125,4,3,40000
 Keçiören , Yayla,4,125,5,2,12500
 Sincan , Selçuklu,4,130,23,1,15500
 Çankaya , Kızılırmak,4,150,18,7,41000
 Keçiören , Tepebaşı,3,110,22,-1,12250
 Etimesgut , Oğuzlar,3,115,22,4,15500
 Altındağ , Aydınlıkevler,2,50,30,0,12000
 Mamak , Şafaktepe,4,110,26,1,17000
 Keçiören , Yükseltepe,4,140,4,3,19000
 Mamak , Altıağaç,3,90,10,3,18250
 Keçiören , Ayvalı,4,100,10,1,22500
 Çankaya , İlker,4,125,15,3,21000
 Çankaya , Sokullu Mehmet Paşa,4,115,28,1,17000
 Altındağ , Başpınar,4,135,5,3,14000
 Yenimahalle , Turgut Özal,4,145,13,5,27000
 Yenimahalle , Turgut Özal,4,145,13,5,27000
 Çankaya , Fakülteler,3,100,40,-1,19000
 Çankaya , Keklik Pınarı,4,105,25,3,21000
 Mamak , Türközü,4,130,25,2,22500
 Gölbaşı , Karşıyaka,4,130,12,3,25000
 Çankaya , Maltepe,4,130,10,1,30000
 Çankaya , Emek,4,145,35,6,35000
 Çankaya , Cevizlidere,4,124,9,1,35000
 Mamak , Demirlibahçe,3,100,25,0,18000
 Gölbaşı , Taşpınar,2,55,1,0,22000
